Category,Phecode,ICD10,Description
ICD10 Diseases of the skin and subcutaneous tissue,698,L299,Pruritus and related conditions
ICD10 Diseases of the skin and subcutaneous tissue,698,L298,Pruritus and related conditions
ICD10 Diseases of the skin and subcutaneous tissue,700,L84,Corns and callosities
ICD10 Diseases of the skin and subcutaneous tissue,701,L87,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L902,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L871,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L90,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L901,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L879,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L859,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L949,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L904,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L986,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L985,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L906,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L572,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L878,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L574,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L922,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L118,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L903,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L908,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L664,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L119,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L918,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L948,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L919,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L909,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L858,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701,L91,Other hypertrophic and atrophic conditions of skin
ICD10 Diseases of the skin and subcutaneous tissue,701.1,L872,"Keratoderma, acquired"
ICD10 Diseases of the skin and subcutaneous tissue,701.1,L870,"Keratoderma, acquired"
ICD10 Diseases of the skin and subcutaneous tissue,701.1,L86,"Keratoderma, acquired"
ICD10 Diseases of the skin and subcutaneous tissue,701.1,L851,"Keratoderma, acquired"
ICD10 Diseases of the skin and subcutaneous tissue,701.1,L850,"Keratoderma, acquired"
ICD10 Diseases of the skin and subcutaneous tissue,701.1,L110,"Keratoderma, acquired"
ICD10 Diseases of the skin and subcutaneous tissue,701.1,L852,"Keratoderma, acquired"
ICD10 Diseases of the skin and subcutaneous tissue,701.2,L905,Scar conditions and fibrosis of skin
ICD10 Diseases of the skin and subcutaneous tissue,701.3,L941,Circumscribed scleroderma
ICD10 Diseases of the skin and subcutaneous tissue,701.3,L940,Circumscribed scleroderma
ICD10 Diseases of the skin and subcutaneous tissue,701.4,L910,Keloid scar
ICD10 Diseases of the skin and subcutaneous tissue,701.5,L929,Abnormal granulation tissue
ICD10 Diseases of the skin and subcutaneous tissue,701.5,L92,Abnormal granulation tissue
ICD10 Diseases of the skin and subcutaneous tissue,701.5,M602,Abnormal granulation tissue
ICD10 Diseases of the skin and subcutaneous tissue,701.5,L923,Abnormal granulation tissue
ICD10 Diseases of the skin and subcutaneous tissue,701.6,L83,Acquired acanthosis nigricans
ICD10 Diseases of the skin and subcutaneous tissue,702.1,L900,Actinic keratosis
ICD10 Diseases of the skin and subcutaneous tissue,702.1,L570,Actinic keratosis
ICD10 Diseases of the skin and subcutaneous tissue,702.2,L82,Seborrheic keratosis
ICD10 Diseases of the skin and subcutaneous tissue,703,L60,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703,L605,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703,L62,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703,L609,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703,L602,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703,L603,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703,L604,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703,L608,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703,L601,"Diseases of nail, NOS"
ICD10 Diseases of the skin and subcutaneous tissue,703.1,L600,Ingrowing nail
ICD10 Diseases of the skin and subcutaneous tissue,704,L739,Diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704,L671,Diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704,L721,Diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L651,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L631,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L630,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L658,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L652,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L64,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L660,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L662,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L668,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L640,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L669,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L66,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L649,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L648,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.1,L659,Alopecia
ICD10 Diseases of the skin and subcutaneous tissue,704.8,L678,Other specified diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704.8,L67,Other specified diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704.8,L738,Other specified diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704.8,L731,Other specified diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704.8,L670,Other specified diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704.8,L663,Other specified diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,704.8,L679,Other specified diseases of hair and hair follicles
ICD10 Diseases of the skin and subcutaneous tissue,705.3,L732,Hidradenitis
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L709,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L705,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L701,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L700,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L708,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L702,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L70,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L704,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L703,Acne
ICD10 Diseases of the skin and subcutaneous tissue,706.1,L730,Acne
ICD10 Diseases of the digestive system,706.2,L720,Sebaceous cyst
ICD10 Diseases of the digestive system,706.2,K098,Sebaceous cyst
ICD10 Diseases of the digestive system,706.2,L729,Sebaceous cyst
ICD10 Diseases of the digestive system,706.2,L72,Sebaceous cyst
ICD10 Diseases of the digestive system,706.2,L722,Sebaceous cyst
ICD10 Diseases of the digestive system,706.2,L728,Sebaceous cyst
ICD10 Diseases of the digestive system,706.2,L721,Sebaceous cyst
ICD10 Diseases of the skin and subcutaneous tissue,707,L984,Chronic ulcer of skin
ICD10 Diseases of the skin and subcutaneous tissue,707,L97,Chronic ulcer of skin
ICD10 Diseases of the skin and subcutaneous tissue,707.1,L89,Decubitus ulcer
ICD10 Diseases of the musculoskeletal system and connective tissue,709.2,M350,Sicca syndrome
ICD10 Diseases of the musculoskeletal system and connective tissue,709.3,L943,Systemic sclerosis
ICD10 Diseases of the musculoskeletal system and connective tissue,709.3,M34,Systemic sclerosis
ICD10 Diseases of the musculoskeletal system and connective tissue,709.3,M348,Systemic sclerosis
ICD10 Diseases of the musculoskeletal system and connective tissue,709.3,M341,Systemic sclerosis
ICD10 Diseases of the musculoskeletal system and connective tissue,709.3,M342,Systemic sclerosis
ICD10 Diseases of the musculoskeletal system and connective tissue,709.3,M349,Systemic sclerosis
ICD10 Diseases of the musculoskeletal system and connective tissue,709.3,M340,Systemic sclerosis
ICD10 Diseases of the musculoskeletal system and connective tissue,709.6,M355,Other specified diffuse diseases of connective tissue
ICD10 Diseases of the musculoskeletal system and connective tissue,709.6,M351,Other specified diffuse diseases of connective tissue
ICD10 Diseases of the musculoskeletal system and connective tissue,709.6,M358,Other specified diffuse diseases of connective tissue
ICD10 Diseases of the genitourinary system,709.7,N164,Unspecified diffuse connective tissue disease
ICD10 Diseases of the genitourinary system,709.7,M368,Unspecified diffuse connective tissue disease
ICD10 Diseases of the genitourinary system,709.7,M359,Unspecified diffuse connective tissue disease
ICD10 Diseases of the genitourinary system,709.7,M653,Unspecified diffuse connective tissue disease
ICD10 Diseases of the musculoskeletal system and connective tissue,710.19,M86,Unspecified osteomyelitis
ICD10 Diseases of the musculoskeletal system and connective tissue,710.19,M869,Unspecified osteomyelitis
ICD10 Diseases of the musculoskeletal system and connective tissue,710.19,M462,Unspecified osteomyelitis
ICD10 Diseases of the musculoskeletal system and connective tissue,711.1,M00,Pyogenic arthritis
ICD10 Diseases of the musculoskeletal system and connective tissue,711.1,M009,Pyogenic arthritis
ICD10 Diseases of the musculoskeletal system and connective tissue,711.1,M002,Pyogenic arthritis
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M029,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M361,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M02,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M363,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M148,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M364,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M362,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M144,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713,M162,Arthropathy associated with other disorders classified elsewhere
ICD10 Diseases of the musculoskeletal system and connective tissue,713.5,M146,Arthropathy associated with neurological disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,714,M120,Rheumatoid arthritis and other inflammatory polyarthropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,714,M130,Rheumatoid arthritis and other inflammatory polyarthropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,714,M064,Rheumatoid arthritis and other inflammatory polyarthropathies
ICD10 Diseases of the respiratory system,714.1,M063,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M061,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M053,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M052,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M068,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M060,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M062,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,J990,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M059,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M051,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M069,Rheumatoid arthritis
ICD10 Diseases of the respiratory system,714.1,M050,Rheumatoid arthritis
ICD10 Diseases of the musculoskeletal system and connective tissue,715,M491,Other inflammatory spondylopathies
ICD10 Diseases of the musculoskeletal system and connective tissue,715,M465,Other inflammatory spondylopathies
ICD10 Diseases of the musculoskeletal system and connective tissue,715,M469,Other inflammatory spondylopathies
ICD10 Diseases of the musculoskeletal system and connective tissue,715,M49,Other inflammatory spondylopathies
ICD10 Diseases of the musculoskeletal system and connective tissue,715,M46,Other inflammatory spondylopathies
ICD10 Diseases of the musculoskeletal system and connective tissue,715,M468,Other inflammatory spondylopathies
ICD10 Diseases of the musculoskeletal system and connective tissue,715.1,M461,Sacroiliitis NEC
ICD10 Diseases of the musculoskeletal system and connective tissue,715.2,M45,Ankylosing spondylitis
ICD10 Diseases of the musculoskeletal system and connective tissue,715.2,M081,Ankylosing spondylitis
ICD10 Diseases of the musculoskeletal system and connective tissue,716,M138,Other arthropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,716,M128,Other arthropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,716.2,M179,Unspecified monoarthritis
ICD10 Diseases of the musculoskeletal system and connective tissue,716.2,M17,Unspecified monoarthritis
ICD10 Diseases of the musculoskeletal system and connective tissue,716.2,M131,Unspecified monoarthritis
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M020,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M12,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M259,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M179,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M198,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M17,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M139,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M258,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M199,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M170,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,716.9,M022,Arthropathy NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,717,M353,Polymyalgia Rheumatica
ICD10 Diseases of the musculoskeletal system and connective tissue,720,M994,Spinal stenosis
ICD10 Diseases of the musculoskeletal system and connective tissue,720,M997,Spinal stenosis
ICD10 Diseases of the musculoskeletal system and connective tissue,720,M480,Spinal stenosis
ICD10 Diseases of the musculoskeletal system and connective tissue,720,M995,Spinal stenosis
ICD10 Diseases of the musculoskeletal system and connective tissue,721,M483,Spondylosis and allied disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,721,M479,Spondylosis and allied disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,721,M47,Spondylosis and allied disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,721.1,M472,Spondylosis without myelopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,721.1,M478,Spondylosis without myelopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,721.8,M482,Other allied disorders of spine
ICD10 Diseases of the musculoskeletal system and connective tissue,721.8,M481,Other allied disorders of spine
ICD10 Diseases of the musculoskeletal system and connective tissue,721.8,M432,Other allied disorders of spine
ICD10 Diseases of the musculoskeletal system and connective tissue,721.8,M498,Other allied disorders of spine
ICD10 Diseases of the musculoskeletal system and connective tissue,721.8,M489,Other allied disorders of spine
ICD10 Diseases of the musculoskeletal system and connective tissue,721.8,M402,Other allied disorders of spine
ICD10 Diseases of the musculoskeletal system and connective tissue,721.8,M539,Other allied disorders of spine
ICD10 Diseases of the musculoskeletal system and connective tissue,722.1,M502,Displacement of intervertebral disc
ICD10 Diseases of the musculoskeletal system and connective tissue,722.3,M514,Schmorl's nodes
ICD10 Diseases of the musculoskeletal system and connective tissue,722.6,M513,Degeneration of intervertebral disc
ICD10 Diseases of the musculoskeletal system and connective tissue,722.6,M503,Degeneration of intervertebral disc
ICD10 Diseases of the musculoskeletal system and connective tissue,722.7,M500,Intervertebral disc disorder with myelopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,722.8,M961,Postlaminectomy syndrome
ICD10 Diseases of the musculoskeletal system and connective tissue,722.9,M509,Other and unspecified disc disorder
ICD10 Diseases of the musculoskeletal system and connective tissue,722.9,M50,Other and unspecified disc disorder
ICD10 Diseases of the musculoskeletal system and connective tissue,722.9,M500,Other and unspecified disc disorder
ICD10 Diseases of the musculoskeletal system and connective tissue,722.9,M508,Other and unspecified disc disorder
ICD10 Diseases of the musculoskeletal system and connective tissue,722.9,M501,Other and unspecified disc disorder
ICD10 Diseases of the musculoskeletal system and connective tissue,722.9,M464,Other and unspecified disc disorder
ICD10 Diseases of the musculoskeletal system and connective tissue,722.9,G551,Other and unspecified disc disorder
ICD10 Diseases of the musculoskeletal system and connective tissue,723,M500,Other disorders of cervical region
ICD10 Diseases of the musculoskeletal system and connective tissue,723,M540,Other disorders of cervical region
ICD10 Diseases of the musculoskeletal system and connective tissue,723.1,M436,Torticollis
ICD10 Diseases of the musculoskeletal system and connective tissue,724.9,M438,Other unspecified back disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,724.9,M432,Other unspecified back disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,724.9,M498,Other unspecified back disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,724.9,M500,Other unspecified back disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,724.9,M996,Other unspecified back disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,724.9,M402,Other unspecified back disorders
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M770,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M758,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M75,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M759,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M771,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M754,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M751,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M755,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726,M752,Peripheral enthesopathies and allied syndromes
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M752,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M775,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M706,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M779,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M769,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M765,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M768,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M257,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M705,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M703,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M760,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M761,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M767,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M762,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M778,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M701,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M774,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M750,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M751,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M772,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.1,M707,Enthesopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.2,M753,Synoviopathy
ICD10 Diseases of the musculoskeletal system and connective tissue,726.3,M764,Bursitis
ICD10 Diseases of the musculoskeletal system and connective tissue,726.3,M766,Bursitis
ICD10 Diseases of the musculoskeletal system and connective tissue,726.3,M704,Bursitis
ICD10 Diseases of the musculoskeletal system and connective tissue,726.3,M702,Bursitis
ICD10 Diseases of the musculoskeletal system and connective tissue,726.4,M773,Calcaneal spur; Exostosis NOS
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M672,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M652,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M719,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M718,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M679,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M650,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M714,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M710,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727,M678,"Other disorders of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727.1,M653,Synovitis and tenosynovitis
ICD10 Diseases of the musculoskeletal system and connective tissue,727.1,M659,Synovitis and tenosynovitis
ICD10 Diseases of the musculoskeletal system and connective tissue,727.1,M700,Synovitis and tenosynovitis
ICD10 Diseases of the musculoskeletal system and connective tissue,727.1,M654,Synovitis and tenosynovitis
ICD10 Diseases of the musculoskeletal system and connective tissue,727.1,M673,Synovitis and tenosynovitis
ICD10 Diseases of the musculoskeletal system and connective tissue,727.1,M658,Synovitis and tenosynovitis
ICD10 Diseases of the musculoskeletal system and connective tissue,727.1,M651,Synovitis and tenosynovitis
ICD10 Diseases of the musculoskeletal system and connective tissue,727.1,M65,Synovitis and tenosynovitis
ICD10 Diseases of the musculoskeletal system and connective tissue,727.4,M674,"Ganglion and cyst of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727.4,M713,"Ganglion and cyst of synovium, tendon, and bursa"
ICD10 Diseases of the musculoskeletal system and connective tissue,727.5,M660,Rupture of synovium
ICD10 Diseases of the musculoskeletal system and connective tissue,727.5,M661,Rupture of synovium
ICD10 Diseases of the musculoskeletal system and connective tissue,727.5,M712,Rupture of synovium
ICD10 Diseases of the musculoskeletal system and connective tissue,727.6,M662,"Rupture of tendon, nontraumatic"
ICD10 Diseases of the musculoskeletal system and connective tissue,727.6,M665,"Rupture of tendon, nontraumatic"
ICD10 Diseases of the musculoskeletal system and connective tissue,727.6,M663,"Rupture of tendon, nontraumatic"
ICD10 Diseases of the musculoskeletal system and connective tissue,727.6,M664,"Rupture of tendon, nontraumatic"
ICD10 Diseases of the musculoskeletal system and connective tissue,727.7,M670,Contracture of tendon 
ICD10 Diseases of the musculoskeletal system and connective tissue,727.7,M624,Contracture of tendon 
ICD10 Diseases of the musculoskeletal system and connective tissue,727.7,M671,Contracture of tendon 
ICD10 Diseases of the musculoskeletal system and connective tissue,728,M623,"Disorders of muscle, ligament, and fascia"
ICD10 Diseases of the musculoskeletal system and connective tissue,728,M625,"Disorders of muscle, ligament, and fascia"
ICD10 Diseases of the musculoskeletal system and connective tissue,728,M721,"Disorders of muscle, ligament, and fascia"
ICD10 Diseases of the musculoskeletal system and connective tissue,728,M601,"Disorders of muscle, ligament, and fascia"
ICD10 Diseases of the musculoskeletal system and connective tissue,728,M620,"Disorders of muscle, ligament, and fascia"
ICD10 Diseases of the musculoskeletal system and connective tissue,728,M723,"Disorders of muscle, ligament, and fascia"
ICD10 Diseases of the musculoskeletal system and connective tissue,728,M621,"Disorders of muscle, ligament, and fascia"
ICD10 Diseases of the musculoskeletal system and connective tissue,728,M724,"Disorders of muscle, ligament, and fascia"
ICD10 Diseases of the musculoskeletal system and connective tissue,728.2,M242,Laxity of ligament or hypermobility syndrome
ICD10 Diseases of the musculoskeletal system and connective tissue,728.2,M357,Laxity of ligament or hypermobility syndrome
ICD10 Diseases of the musculoskeletal system and connective tissue,728.7,M722,Fasciitis
ICD10 Diseases of the musculoskeletal system and connective tissue,728.7,M729,Fasciitis
ICD10 Diseases of the musculoskeletal system and connective tissue,728.7,M72,Fasciitis
ICD10 Diseases of the musculoskeletal system and connective tissue,728.71,M720,Contracture of palmar fascia 
ICD10 Diseases of the musculoskeletal system and connective tissue,729,M70,Other disorders of soft tissues
ICD10 Diseases of the musculoskeletal system and connective tissue,729,M708,Other disorders of soft tissues
ICD10 Diseases of the musculoskeletal system and connective tissue,729,M799,Other disorders of soft tissues
ICD10 Diseases of the musculoskeletal system and connective tissue,729,M798,Other disorders of soft tissues
ICD10 Diseases of the musculoskeletal system and connective tissue,729,M709,Other disorders of soft tissues
ICD10 Diseases of the musculoskeletal system and connective tissue,729,M679,Other disorders of soft tissues
ICD10 Diseases of the musculoskeletal system and connective tissue,729,M626,Other disorders of soft tissues
ICD10 Diseases of the musculoskeletal system and connective tissue,729.1,M790,"Rheumatism, unspecified and fibrositis"
ICD10 Diseases of the musculoskeletal system and connective tissue,729.3,M794,Panniculitis
ICD10 Diseases of the musculoskeletal system and connective tissue,729.3,M356,Panniculitis
ICD10 Diseases of the musculoskeletal system and connective tissue,729.3,M793,Panniculitis
ICD10 Diseases of the musculoskeletal system and connective tissue,731.1,M880,Osteitis deformans 
ICD10 Diseases of the musculoskeletal system and connective tissue,731.1,M88,Osteitis deformans 
ICD10 Diseases of the musculoskeletal system and connective tissue,731.1,M889,Osteitis deformans 
ICD10 Diseases of the musculoskeletal system and connective tissue,731.1,M906,Osteitis deformans 
ICD10 Diseases of the musculoskeletal system and connective tissue,732,M42,Osteochondropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,732,M939,Osteochondropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,732,M938,Osteochondropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,732,M421,Osteochondropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,732,M930,Osteochondropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,732,M429,Osteochondropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,732,M931,Osteochondropathies
ICD10 Diseases of the musculoskeletal system and connective tissue,732.1,M925,Juvenile osteochondrosis
